Time,Temperature,Humidity,Air Quality,Light,Loudness
1623815196,35.34,41.06,75,640,151
1623815206,35.25,41.19,75,639,123
1623815216,35.22,41.25,75,640,124
1623815226,35.09,41.44,75,639,150
1623815236,35.06,41.44,75,639,192
1623815246,34.62,41.62,75,639,194
1623815256,33.84,42.5,75,639,154
1623815266,33.94,43.19,75,640,174
1623815276,34,43.25,75,639,162
1623815286,34.03,43.44,75,639,130
1623815296,34.31,43.38,75,639,159
1623815306,33.44,43.62,75,640,157
1623815316,32.81,44.56,75,638,78
1623815326,32,45.62,75,639,263
1623815336,31.5,46.81,75,637,100
1623815346,30.91,48,75,638,200
1623815356,30.94,48.94,75,636,166
1623815366,30.56,49.62,75,636,77
1623815376,30.38,50.25,75,636,176
1623815386,29.88,50.81,75,635,94
1623815396,29.34,51.75,75,636,156
1623815406,28.84,52.94,75,636,182
1623815416,28.34,54.06,75,636,209
1623815426,28.06,55.19,75,633,155
1623815436,27.97,55.81,75,633,100
1623815446,27.47,56.62,75,632,214
1623815456,27.09,57.44,75,631,140
1623815466,27.09,58.19,75,631,188
1623815476,27.22,58.56,75,631,152
1623815486,27.5,58.31,75,632,217
1623815496,28.03,57.88,75,632,189
1623815506,28.38,57.06,75,633,127
1623815516,28.75,56.31,75,636,141
1623815526,28.69,55.62,75,634,114
1623815536,28.88,55.25,75,634,126
1623815546,29.06,54.88,75,634,183
1623815556,28.94,54.75,75,635,158
1623815566,28.94,54.62,75,634,132
1623815576,28.94,54.62,75,634,88
1623815586,28.94,54.56,75,634,143
1623815596,28.94,54.62,75,634,172
1623815606,29.22,54.5,75,634,157
1623815616,29.25,54.12,75,636,154
1623815626,29.31,53.94,75,636,124
1623815636,29.34,53.75,75,635,195
1623815646,29.19,53.69,75,634,113
1623815656,28.78,54,75,633,92
1623815666,28.69,54.38,75,634,140
1623815676,28.62,54.69,75,636,176
1623815686,28.56,54.88,75,633,138
1623815696,28.81,54.94,75,634,160
1623815706,29.12,54.56,75,634,198
1623815716,29.31,54.19,75,636,155
1623815726,29.34,53.88,75,634,158
1623815736,29.41,53.56,75,635,156
1623815746,29.72,53.19,75,635,159
1623815756,29.88,52.81,75,635,170
1623815766,29.69,52.56,75,636,168
1623815776,29.56,52.69,75,636,150
1623815786,29.72,52.62,75,634,127
1623815796,29.88,52.44,75,637,144
1623815806,29.94,52.12,75,635,163
1623815816,30.03,52,75,635,80
1623815826,30.31,51.75,75,636,147
1623815836,30.38,51.25,75,636,140
1623815846,30.62,50.88,75,636,128
1623815856,30.59,50.69,75,636,127
1623815866,30.5,50.56,75,636,127
1623815876,30.47,50.56,75,636,176
1623815886,30.62,50.56,75,638,150
1623815896,30.66,50.38,75,636,161
1623815906,30.88,50.31,75,636,147
1623815916,30.97,50,75,635,195
1623815926,30.88,49.69,75,636,203
1623815936,30.72,49.88,75,635,129
1623815946,30.81,49.94,75,635,154
1623815956,30.69,50.06,75,634,202
1623815966,30.31,50.38,75,636,142
1623815976,30.56,50.62,75,634,159
1623815986,30.53,50.56,75,636,86
1623815996,30.19,50.69,75,635,194
1623816006,29.84,51.19,75,634,171
1623816016,30.06,51.5,75,633,240
1623816026,29.94,51.62,75,634,115
1623816036,29.59,51.94,75,634,110
1623816046,29.5,52.25,75,634,192
1623816056,29.44,52.62,75,632,92
1623816066,29.31,52.88,75,633,175
1623816076,29.66,52.94,75,633,159
1623816086,29.88,52.44,75,632,168
1623816096,29.88,52.25,75,632,174
1623816106,29.59,52.38,75,631,187
1623816116,29.41,52.56,75,632,114
1623816126,29.16,53,75,630,98
1623816136,28.81,53.56,75,630,246
1623816146,28.56,54.25,75,629,73
1623816156,28.66,54.5,75,630,148
1623816166,28.75,54.56,75,629,130
1623816176,29.09,54.31,75,629,144
1623816186,29.25,54.06,75,630,153
1623816196,29.44,53.62,75,631,203
1623816206,29.62,53.19,75,630,135
1623816216,29.81,52.88,75,631,170
1623816226,30.12,52.31,75,630,155
1623816236,30.5,51.69,75,631,156
1623816246,30.5,51.31,75,632,116
1623816256,30.47,51.06,75,632,98
1623816266,30.22,51.06,75,630,166
1623816276,29.72,51.5,75,629,229
1623816286,29.31,52.25,75,629,167
1623816296,29.06,52.88,75,631,124
1623816306,28.81,53.56,75,631,221
1623816316,28.62,54.19,75,630,92
1623816326,28.78,54.56,75,629,169
1623816336,29.09,54.5,75,631,136
1623816346,29.44,53.94,75,629,147
1623816356,29.72,53.5,75,632,194
1623816366,29.78,52.94,75,630,166
1623816376,29.97,52.62,75,630,51
1623816386,29.5,52.81,75,631,241
1623816396,29.19,53.31,75,631,177
1623816406,28.53,53.88,75,630,131
1623816416,28.44,54.75,75,630,52
1623816426,28.09,55.44,75,628,158
1623816436,27.66,56.25,75,628,203
1623816446,27.5,57.06,75,628,52
1623816456,27.47,57.56,75,628,157
1623816466,27.28,57.94,75,628,148
1623816476,27.28,58.25,75,628,36
1623816486,27.16,58.38,75,628,264
1623816496,27.09,58.69,75,628,50
1623816506,27.06,58.94,75,630,160
1623816516,27.19,58.94,75,628,141
1623816526,26.91,59.06,75,628,248
1623816536,26.78,59.56,75,628,166
1623816546,27.03,59.56,75,630,137
1623816556,26.97,59.44,75,629,221
1623816566,26.91,59.56,75,628,148
1623816576,26.69,59.62,75,630,112
1623816586,26.56,60,75,628,162
1623816596,26.56,60.19,75,628,129
1623816606,26.69,60.19,75,628,165
1623816616,26.69,60.31,75,629,75
1623816626,26.62,60.31,75,630,146
1623816636,26.66,60.38,75,629,137
1623816646,26.75,60.31,75,628,191
1623816656,26.84,60,75,628,172
1623816666,26.69,60.12,75,629,169
1623816676,26.47,60.31,75,629,198
1623816686,26.31,60.62,75,631,175
1623816696,25.97,61.25,75,628,125
1623816706,25.91,61.75,75,628,285
1623816716,25.75,62.25,75,628,127
1623816726,25.69,62.56,75,628,274
1623816736,25.66,62.81,75,628,339
1623816746,25.41,63.12,75,630,143
1623816756,25.31,63.5,75,628,65
1623816766,25.25,63.81,75,628,122
1623816776,25.28,64.06,75,628,147
1623816786,25.28,64.06,75,628,124
1623816796,25.25,64.19,75,630,140
1623816806,25.22,64.31,75,630,123
1623816816,25.03,64.56,75,628,160
1623816826,25.06,64.69,75,628,175
1623816836,25.09,64.81,75,628,145
1623816846,25.09,64.81,75,628,181
1623816856,25.12,64.75,75,628,144
1623816866,25,64.88,75,630,268
1623816876,24.94,65,75,628,148
1623816886,25.09,65.06,75,628,138
1623816896,25.06,65,75,628,187
1623816906,25.09,65,75,630,168
1623816916,25.12,64.81,75,630,128
1623816926,25.22,64.75,75,630,167
1623816936,25.19,64.75,75,628,211
1623816946,25.19,64.69,75,628,166
1623816956,25.09,64.62,75,628,150
1623816966,25.03,64.81,75,630,66
1623816976,24.78,65.06,75,630,261
1623816986,24.53,65.5,75,630,153
1623816996,24.31,66,75,628,164
1623817006,24.41,66.44,75,628,158
1623817016,24.56,66.5,75,627,148
1623817026,24.59,66.5,75,629,147
1623817036,24.66,66.38,75,627,113
1623817046,24.59,66.31,75,628,124
1623817056,24.66,66.25,75,628,118
1623817066,24.72,66.19,75,628,169
1623817076,24.66,66.06,75,630,138
1623817086,24.66,66.12,75,628,155
1623817096,24.75,66.06,75,628,157
1623817106,24.91,65.88,75,628,149
1623817116,25.16,65.62,75,630,148
1623817126,25.28,65.12,75,629,165
1623817136,25.44,64.75,75,630,153
1623817146,25.44,64.56,75,631,134
1623817156,25.34,64.31,75,630,160
1623817166,25.22,64.44,75,628,125
1623817176,25.03,64.69,75,628,168
1623817186,25.06,64.88,75,628,153
1623817196,25.16,64.94,75,629,168
1623817206,25.16,64.81,75,628,144
1623817216,25.31,64.62,75,629,148
1623817226,25.12,64.62,75,629,366
1623817236,25.09,64.62,75,628,82
1623817246,24.91,65,75,628,116
1623817256,25,65.12,75,629,161
1623817266,25.06,65.12,75,629,141
1623817276,25.22,64.94,75,628,103
1623817286,25.09,64.88,75,628,217
1623817296,24.88,65.12,75,628,197
1623817306,24.72,65.38,75,629,64
1623817316,24.66,65.56,75,628,139
1623817326,24.5,66,75,628,141
1623817336,24.41,66.31,75,628,122
1623817346,24.44,66.5,75,630,120
1623817356,24.41,66.69,75,630,267
1623817366,24.41,66.75,75,628,115
1623817376,24.41,66.75,75,629,151
1623817386,24.44,66.75,75,629,128
1623817396,24.41,66.75,75,628,139
1623817406,24.31,66.81,75,628,52
1623817416,24.38,66.88,75,627,137
1623817426,24.5,66.81,75,628,176
1623817436,24.53,66.75,75,630,94
1623817446,24.5,66.62,75,630,118
1623817456,24.34,66.69,75,630,202
1623817466,24.34,66.75,75,629,194
1623817476,24.19,66.94,75,628,252
1623817486,24.09,67.19,75,627,63
1623817496,24.12,67.38,75,627,390
1623817506,24.03,67.69,75,628,79
1623817516,24.03,67.81,75,627,54
1623817526,24,67.94,75,627,105
1623817536,23.81,68.12,75,627,103
1623817546,23.66,68.44,75,627,126
1623817556,23.69,68.69,75,629,144
1623817566,23.72,68.88,75,627,191
1623817576,23.69,68.94,75,628,216
1623817586,23.66,69.06,75,629,252
1623817596,23.5,69.12,75,627,184
1623817606,23.41,69.5,75,626,178
1623817616,23.41,69.81,75,626,226
1623817626,23.28,70.06,75,626,240
1623817636,23.31,70.19,75,627,165
1623817646,23.25,70.44,75,627,117
1623817656,23.19,70.5,75,626,116
1623817666,23.09,70.75,75,626,127
1623817676,23.09,71,75,626,139
1623817686,23.22,71.06,75,626,216
1623817696,23.16,71.06,75,626,274
1623817706,23.19,71.06,75,628,113
1623817716,23.22,70.94,75,626,54
1623817726,23.31,70.88,75,627,164
1623817736,23.34,70.81,75,627,162
1623817746,23.38,70.69,75,628,232
1623817756,23.47,70.56,75,627,106
1623817766,23.56,70.31,75,628,125
1623817776,23.62,70.19,75,627,189
1623817786,23.56,70.12,75,627,85
1623817796,23.5,70.19,75,628,138
1623817806,23.53,70.19,75,627,135
1623817816,23.47,70.31,75,626,79
1623817826,23.53,70.38,75,626,173
1623817836,23.56,70.38,75,629,201
1623817846,23.5,70.38,75,627,110
1623817856,23.44,70.38,75,628,204
1623817866,23.75,71.81,75,627,144
1623817876,24.41,60.81,75,632,160
1623817886,24.38,60.81,75,627,129
1623817896,24.41,60.94,75,626,147
1623817906,24.34,60.94,75,627,160
1623817916,24.31,60.81,75,627,174
1623817926,24.22,61,75,627,135
1623817936,24.22,61.06,75,627,148
1623817946,24.22,61.12,75,626,133
1623817956,24.25,61.06,75,626,151
1623817966,24.16,61.19,75,627,173
1623817976,24.16,61.25,75,628,131
1623817986,24.12,61.31,75,627,156
1623817996,24.16,61.31,75,626,170
1623818006,24.16,61.44,75,628,161
1623818016,24.16,61.44,75,626,141
1623818026,24.19,61.38,75,626,150
1623818036,24.25,61.38,75,628,142
1623818046,24.22,61.31,75,626,140
1623818056,24.31,61.25,75,626,139
1623818066,24.28,61.19,75,626,136
1623818076,24.25,61.19,75,626,141
1623818086,24.25,61.19,75,627,168
1623818096,24.19,61.25,75,626,149
1623818106,24.06,61.38,75,628,148
1623818116,24.16,61.5,75,626,181
1623818126,24.09,61.5,75,628,157
1623818136,24.09,61.5,75,627,157
1623818146,24.09,61.56,75,626,144
1623818156,24.12,61.56,75,626,172
1623818166,24.16,61.5,75,626,164
1623818176,24.16,61.56,75,627,146
1623818186,24.22,61.44,75,628,144
1623818196,24.12,61.5,75,626,128
1623818206,24.19,61.44,75,626,132
1623818216,24.22,61.44,75,626,128
1623818226,24.16,61.38,75,626,155
1623818236,24.16,61.31,75,628,171
1623818246,24.09,61.38,75,626,134
1623818256,24.16,61.38,75,626,162
1623818266,24.16,61.44,75,627,150
1623818276,24.12,61.5,75,626,158
1623818286,24.12,61.5,75,628,128
1623818296,24.12,61.56,75,628,135
1623818306,24.12,61.44,75,626,150
1623818316,24.16,61.31,75,626,130
1623818326,24.16,61.31,75,626,168
1623818336,24.12,61.38,75,627,146
1623818346,24.09,61.5,75,626,158
1623818356,24.09,61.5,75,627,122
1623818366,24.06,61.5,75,628,159
1623818376,24.06,61.56,75,626,159
1623818386,24.03,61.44,75,628,160
1623818396,24.06,61.5,75,627,164
1623818406,24.09,61.5,75,627,136
1623818416,24.09,61.44,75,627,155
1623818426,24.09,61.5,75,627,166
1623818436,24.06,61.5,75,626,159
1623818446,24.03,61.5,75,626,140
1623818456,23.97,61.5,75,627,151
1623818466,23.94,61.56,75,627,127
1623818476,23.94,61.62,75,626,138
1623818486,23.97,61.75,75,627,138
1623818496,24,61.75,75,627,181
1623818506,24.03,61.69,75,626,158
1623818516,24,61.62,75,626,192
1623818526,23.94,61.62,75,626,147
1623818536,23.97,61.69,75,627,143
1623818546,24,61.56,75,628,144
1623818556,23.97,61.62,75,626,148
1623818566,24.03,61.62,75,626,120
1623818576,24.06,61.62,75,626,174
1623818586,24.06,61.62,75,626,136
1623818596,24,61.62,75,626,170
1623818606,23.97,61.69,75,626,198
1623818616,23.97,61.69,75,628,140
1623818626,23.94,61.75,75,628,174
1623818636,24,61.69,75,626,179
1623818646,24,61.75,75,626,116
1623818656,24.03,61.75,75,627,131
1623818666,24.06,61.75,75,626,123
1623818676,24.06,61.69,75,628,166
1623818686,24.09,61.56,75,628,145
1623818696,24.09,61.5,75,626,154
1623818706,24.03,61.56,75,627,127
1623818716,24,61.62,75,628,127
1623818726,23.97,61.75,75,628,137
1623818736,24.03,61.75,75,626,168
1623818746,24.03,61.75,75,628,146
1623818756,24.06,61.69,75,626,148
1623818766,24.06,61.62,75,626,137
1623818776,24.03,61.69,75,627,130
1623818786,24.09,61.62,75,628,152
1623818796,24.09,61.56,75,626,171
1623818806,24.12,61.62,75,628,141
1623818816,24.16,61.62,75,628,154
1623818826,24.16,61.56,75,626,146
1623818836,24.19,61.56,75,628,147
1623818846,24.12,61.56,75,626,162
1623818856,24.16,61.69,75,626,175
1623818866,24.16,61.69,75,626,157
1623818876,24.19,61.56,75,626,163
1623818886,24.19,61.5,75,626,121
1623818896,24.22,61.5,75,626,168
1623818906,24.16,61.5,75,628,140
1623818916,24.12,61.5,75,628,154
1623818926,24.16,61.62,75,628,130
1623818936,24.19,61.56,75,628,133
1623818946,24.25,61.5,75,626,157
1623818956,24.16,61.5,75,626,130
1623818966,24.09,61.62,75,626,154
1623818976,24.06,61.69,75,627,164
1623818986,24.03,61.81,75,628,130
1623818996,24.06,61.81,75,626,157
1623819006,24.03,61.94,75,628,154
1623819016,24.06,61.94,75,626,178
1623819026,24.06,62,75,628,116
1623819036,24.06,61.94,75,626,129
1623819046,24.03,62.06,75,626,137
1623819056,24,62.06,75,626,109
1623819066,23.97,62.12,75,626,162
1623819076,23.94,62.25,75,626,155
1623819086,23.91,62.25,75,626,169
1623819096,23.88,62.44,75,626,171
1623819106,23.91,62.31,75,628,231
1623819116,23.91,62.38,75,626,157
1623819126,23.91,62.38,75,626,157
1623819136,23.91,62.44,75,628,151
1623819146,23.97,62.31,75,628,127
1623819156,24,62.25,75,627,169
1623819166,24.03,62.19,75,628,178
1623819176,24.06,62.12,75,626,169
1623819186,24.06,62.12,75,628,148
1623819196,24.12,62,75,626,141
1623819206,24.06,62.06,75,628,140
1623819216,24.06,62.06,75,626,156
1623819226,24.03,62.19,75,626,101
1623819236,24.03,62.12,75,626,157
1623819246,24.06,62.19,75,626,164
1623819256,24.09,62.12,75,627,145
1623819266,24.03,62.12,75,626,147
1623819276,24.03,62.19,75,626,136
1623819286,24,62.19,75,628,160
1623819296,24.03,62.25,75,628,138
1623819306,24,62.25,75,626,157
1623819316,24,62.31,75,626,171
1623819326,24,62.31,75,626,174
1623819336,24,62.19,75,626,150
1623819346,24.06,62.25,75,628,166
1623819356,24.03,62.25,75,626,164
1623819366,24,62.25,75,626,127
1623819376,24,62.38,75,628,146
1623819386,24,62.31,75,626,154
1623819396,23.97,62.31,75,628,143
1623819406,24.03,62.31,75,626,132
1623819416,24.06,62.31,75,628,163
1623819426,24.12,62.19,75,626,151
1623819436,24.09,62.12,75,626,147
1623819446,24.16,62.12,75,626,186
1623819456,24.12,62.06,75,626,168
1623819466,24.09,62.12,75,626,142
1623819476,24.09,62.06,75,626,159
1623819486,24.12,62.12,75,626,175
1623819496,24.12,62.19,75,626,141
1623819506,24.09,62.19,75,628,176
1623819516,24.03,62.19,75,626,168
1623819526,24.06,62.19,75,626,150
1623819536,24.12,62.19,75,626,175
1623819546,24.12,62.12,75,626,160
1623819556,24.16,62.12,75,626,172
1623819566,24.22,62,75,626,159
1623819576,24.28,61.94,75,628,157
1623819586,24.31,61.88,75,627,179
1623819596,24.31,61.81,75,626,152
1623819606,24.31,61.75,75,627,137
1623819616,24.25,61.75,75,628,166
1623819626,24.25,61.75,75,628,141
1623819636,24.25,61.81,75,626,156
1623819646,24.22,61.75,75,628,150
1623819656,24.28,61.88,75,626,144
1623819666,24.31,61.94,75,627,179
1623819676,24.31,61.88,75,627,133
1623819686,24.28,61.88,75,626,128
1623819696,24.28,62,75,627,154
1623819706,24.25,61.88,75,626,130
1623819716,24.25,62.06,75,627,162
1623819726,24.22,62.12,75,626,177
1623819736,24.25,62.19,75,628,146
1623819746,24.25,62.19,75,626,141
1623819756,24.25,62.12,75,626,144
1623819766,24.22,62.12,75,628,160
1623819776,24.28,62.12,75,626,156
1623819786,24.25,62.12,75,627,146
1623819796,24.25,62.06,75,627,157
1623819806,24.22,62.12,75,626,148
1623819816,24.16,62.25,75,627,136
1623819826,24.09,62.25,75,626,150
1623819836,24.16,62.44,75,626,182
1623819846,24.12,62.5,75,626,142
1623819856,24.22,62.5,75,626,158
1623819866,24.19,62.38,75,626,136
1623819876,24.16,62.31,75,626,144
1623819886,24.12,62.31,75,626,158
1623819896,24.16,62.44,75,627,129
1623819906,24.12,62.38,75,627,134
1623819916,24.09,62.5,75,628,144
1623819926,24.12,62.44,75,626,143
1623819936,24.03,62.62,75,626,161
1623819946,24.09,62.69,75,626,170
1623819956,24.12,62.56,75,626,131
1623819966,24.19,62.56,75,626,155
1623819976,24.16,62.44,75,626,137
1623819986,24.16,62.5,75,626,164
1623819996,24.19,62.44,75,627,148
1623820006,24.25,62.5,75,627,141
1623820016,24.22,62.38,75,626,147
1623820026,24.19,62.31,75,628,173
1623820036,24.19,62.38,75,626,150
1623820046,24.19,62.25,75,627,145
1623820056,24.22,62.31,75,628,144
1623820066,24.28,62.38,75,626,149
1623820076,24.25,62.25,75,628,133
1623820086,24.19,62.25,75,628,162
1623820096,24.12,62.38,75,626,171
1623820106,24.09,62.5,75,626,129
1623820116,24.09,62.62,75,626,109
1623820126,24.09,62.62,75,626,130
1623820136,24.16,62.56,75,626,178
1623820146,24.16,62.56,75,626,127
1623820156,24.19,62.62,75,626,133
1623820166,24.19,62.56,75,626,154
1623820176,24.25,62.5,75,626,130
1623820186,24.28,62.44,75,628,132
1623820196,24.25,62.38,75,626,150
1623820206,24.22,62.31,75,627,174
1623820216,24.22,62.25,75,626,143
1623820226,24.25,62.25,75,627,170
1623820236,24.25,62.38,75,628,157
1623820246,24.25,62.31,75,626,108
1623820256,24.25,62.31,75,628,128
1623820266,24.19,62.31,75,626,144
1623820276,24.19,62.38,75,626,153
1623820286,24.19,62.38,75,626,144
1623820296,24.16,62.44,75,627,156
1623820306,24.22,62.44,75,626,130
1623820316,24.22,62.5,75,627,126
1623820326,24.25,62.56,75,627,149
1623820336,24.19,62.44,75,627,124
1623820346,24.19,62.44,75,626,140
1623820356,24.19,62.44,75,627,110
1623820366,24.19,62.5,75,626,165
1623820376,24.16,62.56,75,626,144
1623820386,24.22,62.69,75,626,168
1623820396,24.22,62.56,75,626,144
1623820406,24.22,62.5,75,626,134
1623820416,24.19,62.56,75,627,146
1623820426,24.19,62.56,75,628,157
1623820436,24.19,62.62,75,627,144
1623820446,24.19,62.62,75,626,144
1623820456,24.12,62.69,75,628,138
1623820466,24.12,62.69,75,626,154
1623820476,24.12,62.81,75,626,156
1623820486,24.19,62.75,75,626,169
1623820496,24.16,62.75,75,627,162
1623820506,24.12,62.81,75,626,178
1623820516,24.03,63,75,627,117
1623820526,24,63.06,75,626,144
1623820536,24,63.12,75,626,148
1623820546,24.09,63.06,75,626,129
1623820556,24.12,63,75,628,159
1623820566,24.12,62.94,75,628,139
1623820576,24.16,62.88,75,626,122
1623820586,24.12,62.88,75,626,155
1623820596,24.12,62.81,75,626,162
1623820606,24.16,62.81,75,627,169
1623820616,24.19,62.81,75,626,145
1623820626,24.22,62.81,75,627,136
1623820636,24.22,62.81,75,626,125
1623820646,24.19,62.88,75,627,139
1623820656,24.25,62.81,75,628,117
1623820666,24.19,62.81,75,626,162
1623820676,24.19,62.69,75,627,174
1623820686,24.12,62.81,75,627,127
1623820696,24.22,62.88,75,626,157
1623820706,24.22,62.88,75,626,127
1623820716,24.16,62.81,75,626,148
1623820726,24.12,62.81,75,626,120
1623820736,24.12,63,75,628,152
1623820746,24.06,63.12,75,628,155
1623820756,24.09,63.19,75,626,151
1623820766,24.12,63.12,75,626,127
1623820776,24.12,63.12,75,626,126
1623820786,24.19,63.19,75,626,136
1623820796,24.12,63.25,75,626,147
1623820806,24.06,63.25,75,626,168
1623820816,24.12,63.31,75,626,180
1623820826,24.06,63.38,75,626,144
1623820836,24.06,63.31,75,626,150
1623820846,24.09,63.38,75,628,142
1623820856,24.06,63.38,75,626,141
1623820866,24.03,63.5,75,628,157
1623820876,24.03,63.5,75,628,167
1623820886,24.03,63.5,75,627,142
1623820896,24.03,63.56,75,628,137
1623820906,24,63.5,75,628,148
1623820916,23.97,63.56,75,626,150
1623820926,23.97,63.69,75,626,153
1623820936,23.94,63.75,75,628,152
1623820946,23.94,63.81,75,628,110
1623820956,23.88,63.94,75,626,137
1623820966,23.81,64.19,75,626,146
1623820976,23.84,64.12,75,628,148
1623820986,23.91,64.12,75,628,141
1623820996,23.91,64,75,627,124
1623821006,23.88,64,75,627,149
1623821016,23.84,63.94,75,626,136
1623821026,23.84,64.12,75,626,158
1623821036,23.88,64.12,75,626,126
1623821046,23.88,64,75,627,173
1623821056,23.97,64,75,628,108
1623821066,23.94,63.88,75,626,168
1623821076,24.03,63.81,75,628,133
1623821086,24.06,63.75,75,626,163
1623821096,24.09,63.69,75,626,120
1623821106,24.06,63.62,75,626,133
1623821116,24.12,63.62,75,626,178
1623821126,24.12,63.62,75,627,142
1623821136,24.16,63.56,75,627,154
1623821146,24.19,63.38,75,628,119
1623821156,24.12,63.31,75,626,166
1623821166,24.16,63.25,75,627,162
1623821176,24.19,63.31,75,626,128
1623821186,24.25,63.38,75,627,180
1623821196,24.31,63.31,75,626,149
1623821206,24.31,63.19,75,629,127
1623821216,24.28,63.06,75,627,131
1623821226,24.31,63.06,75,627,160
1623821236,24.31,63.06,75,626,127
1623821246,24.38,63.06,75,627,141
1623821256,24.38,63.06,75,628,134
1623821266,24.38,63.06,75,627,130
1623821276,24.34,63.12,75,627,167
1623821286,24.28,63.19,75,628,127
1623821296,24.25,63.38,75,627,138
1623821306,24.19,63.62,75,627,132
1623821316,24.28,63.62,75,627,127
1623821326,24.28,63.56,75,628,144
1623821336,24.25,63.56,75,629,180
1623821346,24.28,63.56,75,628,145
1623821356,24.31,63.62,75,628,168
1623821366,24.34,63.56,75,627,129
1623821376,24.34,63.56,75,627,127
1623821386,24.31,63.44,75,627,130
1623821396,24.31,63.38,75,627,168
1623821406,24.31,63.25,75,628,156
1623821416,24.31,63.38,75,627,140
1623821426,24.31,63.38,75,629,91
1623821436,24.31,63.31,75,628,169
1623821446,24.28,63.44,75,628,132
1623821456,24.31,63.44,75,626,148
1623821466,24.31,63.5,75,627,136
1623821476,24.34,63.44,75,626,138
1623821486,24.34,63.5,75,627,149
1623821496,24.41,63.38,75,626,144
1623821506,24.38,63.38,75,627,150
1623821516,24.38,63.25,75,626,170
1623821526,24.41,63.19,75,627,129
1623821536,24.44,63.25,75,627,135
1623821546,24.41,63.06,75,627,128
1623821556,24.47,63.12,75,626,181
1623821566,24.41,63,75,629,154
1623821576,24.41,63.12,75,629,141
1623821586,24.41,63.12,75,628,144
1623821596,24.38,63.38,75,627,134
1623821606,24.44,63.44,75,626,148
1623821616,24.44,63.38,75,627,127
1623821626,24.41,63.25,75,628,158
1623821636,24.38,63.38,75,627,135
1623821646,24.41,63.56,75,629,146
1623821656,24.47,63.38,75,626,158
1623821666,24.44,63.5,75,626,126
1623821676,24.47,63.56,75,629,144
1623821686,24.44,63.44,75,627,133
1623821696,24.5,63.5,75,629,156
1623821706,24.53,63.5,75,627,136
1623821716,24.5,63.44,75,627,154
1623821726,24.47,63.44,75,627,143
1623821736,24.47,63.5,75,627,138
1623821746,24.5,63.56,75,628,135
1623821756,24.44,63.69,75,627,155
1623821766,24.53,63.69,75,627,160
1623821776,24.53,63.5,75,629,126
1623821786,24.56,63.5,75,629,164
1623821796,24.59,63.5,75,627,263
1623821806,24.44,63.75,75,629,136
1623821816,24.41,64,75,628,182
1623821826,24.38,63.94,75,626,152
1623821836,24.34,64.06,75,628,127
1623821846,24.31,64.25,75,629,132
1623821856,24.25,64.25,75,628,137
1623821866,24.22,64.31,75,627,139
1623821876,24.22,64.25,75,627,152
1623821886,24.22,64.25,75,627,177
1623821896,24.28,64.19,75,628,151
1623821906,24.31,64.06,75,627,170
1623821916,24.38,63.81,75,626,144
1623821926,24.34,63.88,75,628,151
1623821936,24.34,63.75,75,627,176
1623821946,24.34,63.75,75,627,144
1623821956,24.41,63.81,75,627,150
1623821966,24.31,63.81,75,627,158
1623821976,24.34,63.88,75,627,171
1623821986,24.34,63.81,75,627,139
1623821996,24.31,63.88,75,627,143
1623822006,24.34,63.94,75,627,160
1623822016,24.28,63.94,75,627,150
1623822026,24.28,64,75,627,122
1623822036,24.28,64,75,627,132
1623822046,24.22,63.94,75,626,169
1623822056,24.28,63.94,75,626,144
1623822066,24.25,64,75,626,151
1623822076,24.31,63.94,75,628,144
1623822086,24.31,63.94,75,627,144
1623822096,24.34,63.88,75,626,158
1623822106,24.28,63.88,75,626,153
1623822116,24.28,63.94,75,627,140
1623822126,24.25,64,75,627,142
1623822136,24.22,64.06,75,626,127
1623822146,24.12,64.19,75,626,144
1623822156,24.12,64.25,75,627,175
1623822166,24,64.31,75,626,151
1623822176,23.97,64.44,75,627,156
1623822186,23.94,64.56,75,626,166
1623822196,23.97,64.62,75,628,174
1623822206,24.06,64.62,75,626,151
1623822216,24.06,64.62,75,626,153
1623822226,24.12,64.5,75,626,169
1623822236,24.09,64.62,75,627,164
1623822246,24.09,64.56,75,628,158
1623822256,24.09,64.62,75,627,143
1623822266,24.12,64.56,75,626,149
1623822276,24.16,64.56,75,626,144
1623822286,24.06,64.56,75,628,150
1623822296,24.09,64.62,75,626,132
1623822306,24.06,64.69,75,626,134
1623822316,24.09,64.69,75,628,164
1623822326,24.16,64.62,75,626,134
1623822336,24.16,64.62,75,626,158
1623822346,24.09,64.69,75,626,198
1623822356,24.06,64.75,75,628,173
1623822366,24.06,64.75,75,626,174
1623822376,24.09,64.75,75,628,138
1623822386,24.12,64.81,75,626,142
1623822396,24.12,64.75,75,627,154
1623822406,24.12,64.75,75,626,172
1623822416,24.16,64.69,75,628,131
1623822426,24.16,64.56,75,626,170
1623822436,24.12,64.56,75,627,157
1623822446,24.19,64.56,75,626,136
1623822456,24.16,64.62,75,626,137
1623822466,24.12,64.56,75,626,163
1623822476,24.12,64.5,75,626,115
1623822486,24.16,64.44,75,626,157
1623822496,24.25,64.31,75,626,127
1623822506,24.34,64.31,75,628,143
1623822516,24.34,64.19,75,628,156
1623822526,24.34,64.25,75,626,154
1623822536,24.34,64.25,75,627,172
1623822546,24.22,64.38,75,626,134
1623822556,24.22,64.5,75,626,142
1623822566,24.28,64.44,75,626,140
1623822576,24.31,64.38,75,627,117
1623822586,24.31,64.31,75,628,127
1623822596,24.28,64.25,75,626,152
